system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,SCL,WVP,hours_from_measurement,ndvi,ndwi,sample_idx,.geo
4337,0.426,0.0454,0.0199,0.0129,0.038900000000000004,0.0536,0.0358,0.0722,0.0533,0.0528,0.0396,0.0354,0.0441,0.0,7,3.785,19.763884444444443,0.050397877984084946,0.1502145922746781,5308,"{""type"":""MultiPoint"",""coordinates"":[]}"
4338,0.426,0.0454,0.0199,0.0129,0.038900000000000004,0.0536,0.0358,0.0722,0.0533,0.0528,0.0396,0.0354,0.0441,0.0,7,3.785,29.913884444444445,0.050397877984084946,0.1502145922746781,5321,"{""type"":""MultiPoint"",""coordinates"":[]}"
4339,0.126,0.34950000000000003,0.2278,0.1802,0.3206,0.3295,0.33240000000000003,0.364,0.378,0.38130000000000003,0.3654,0.378,0.5625,1.0,9,1.183,44.06521138888889,0.04729148753224416,-0.051662109656065595,5500,"{""type"":""MultiPoint"",""coordinates"":[]}"
4340,0.126,0.34950000000000003,0.2278,0.1802,0.3206,0.3295,0.33240000000000003,0.364,0.378,0.38130000000000003,0.3654,0.378,0.5625,1.0,9,1.183,54.43187805555556,0.04729148753224416,-0.051662109656065595,5507,"{""type"":""MultiPoint"",""coordinates"":[]}"
4341,0.324,0.0927,0.029900000000000003,0.0162,0.095,0.1032,0.075,0.11470000000000001,0.0979,0.10060000000000001,0.0879,0.0792,0.07970000000000001,0.0,5,1.944,44.51314416666666,0.07918968692449362,0.0800627943485086,5712,"{""type"":""MultiPoint"",""coordinates"":[]}"
4342,0.324,0.0927,0.029900000000000003,0.0162,0.095,0.1032,0.075,0.11470000000000001,0.0979,0.10060000000000001,0.0879,0.0792,0.07970000000000001,0.0,5,1.944,52.81314416666667,0.07918968692449362,0.0800627943485086,5713,"{""type"":""MultiPoint"",""coordinates"":[]}"
4343,0.33,0.2859,0.12140000000000001,0.08850000000000001,0.1902,0.1839,0.1544,0.1862,0.20800000000000002,0.2131,0.1726,0.2097,0.35600000000000004,0.21,8,3.303,20.714584444444444,0.05565749235474004,0.03169705469845723,5932,"{""type"":""MultiPoint"",""coordinates"":[]}"
4344,0.33,0.2859,0.12140000000000001,0.08850000000000001,0.1902,0.1839,0.1544,0.1862,0.20800000000000002,0.2131,0.1726,0.2097,0.35600000000000004,0.21,8,3.303,28.914584444444444,0.05565749235474004,0.03169705469845723,5935,"{""type"":""MultiPoint"",""coordinates"":[]}"
4345,0.504,0.0391,0.0148,0.013600000000000001,0.0444,0.060000000000000005,0.038,0.0709,0.036000000000000004,0.0341,0.0236,0.0152,0.0465,0.0,7,3.287,92.56395694444444,-0.23376623376623376,0.4354066985645933,6150,"{""type"":""MultiPoint"",""coordinates"":[]}"
4346,0.504,0.0391,0.0148,0.013600000000000001,0.0444,0.060000000000000005,0.038,0.0709,0.036000000000000004,0.0341,0.0236,0.0152,0.0465,0.0,7,3.287,101.69729027777778,-0.23376623376623376,0.4354066985645933,6151,"{""type"":""MultiPoint"",""coordinates"":[]}"
4347,0.462,0.047,0.037000000000000005,0.0324,0.0477,0.06570000000000001,0.0441,0.0795,0.056900000000000006,0.056,0.044000000000000004,0.034300000000000004,0.058800000000000005,0.0,7,3.552,44.7128525,-0.0011350737797956403,0.19781221513217867,6482,"{""type"":""MultiPoint"",""coordinates"":[]}"
4348,0.462,0.047,0.037000000000000005,0.0324,0.0477,0.06570000000000001,0.0441,0.0795,0.056900000000000006,0.056,0.044000000000000004,0.034300000000000004,0.058800000000000005,0.0,7,3.552,54.5628525,-0.0011350737797956403,0.19781221513217867,6483,"{""type"":""MultiPoint"",""coordinates"":[]}"
4349,0.306,0.5457000000000001,0.1673,0.1613,0.457,0.4021,0.3457,0.38270000000000004,0.36260000000000003,0.3679,0.3603,0.366,1.6978,1.0,9,4.3020000000000005,19.813219444444446,0.02067988668555241,0.05482686253934943,6647,"{""type"":""MultiPoint"",""coordinates"":[]}"
4350,0.306,0.5457000000000001,0.1673,0.1613,0.457,0.4021,0.3457,0.38270000000000004,0.36260000000000003,0.3679,0.3603,0.366,1.6978,1.0,9,4.3020000000000005,29.32988611111111,0.02067988668555241,0.05482686253934943,6648,"{""type"":""MultiPoint"",""coordinates"":[]}"
4351,0.162,0.2063,0.24730000000000002,0.21930000000000002,0.1806,0.19870000000000002,0.2003,0.24530000000000002,0.266,0.2913,0.23750000000000002,0.2904,0.4469,0.52,8,2.226,19.312609722222223,0.08497030607583374,-0.08895002292526363,6812,"{""type"":""MultiPoint"",""coordinates"":[]}"
4352,0.186,1.0968,0.6275000000000001,0.4616,1.032,0.9985,0.9907,1.0852,1.0214,1.0017,0.9314,1.0054,1.497,1.0,9,6.0200000000000005,92.44692222222223,-0.030851672649706063,0.03476864086222087,7259,"{""type"":""MultiPoint"",""coordinates"":[]}"
