sample_idx,sample_dt,pond_id,region,farm,morning,hour,do_mg_per_L,ph,turbidity_cm,ammonia_mg_per_L,do_winkler,prev_matches_time,prev_sample_dt,prev_do_mg_per_L,prev_ph,prev_turbidity_cm,prev_ammonia_mg_per_L,prev_individuals_air_gulping,prev_individuals_tail_splashing,prev_dead_fish,prev_feed_amount_kg,prev_stocking_density_per_acre,prev_weight,prev_species_catla,prev_species_rohu,prev_species_roopchand,prev_species_grass_carp,prev_species_pangasius,prev_species_whiteleg_shrimp
3382,2023-02-22 16:35:00+05:30,WG-BKR1,WG,WG-BKR,False,16,9.7,8.3,,,False,True,2023-01-19 15:52:00+05:30,8.3,8.26,,,,,,,,,,,,,,
3550,2023-03-23 07:18:00+05:30,WG-BKR1,WG,WG-BKR,True,7,3.5,8.4,27.0,0.18,False,True,2023-02-22 07:19:00+05:30,3.3,8.4,28.0,0.25,0.0,0.0,0.0,480.0,5000.0,250.0,True,True,False,False,False,False
3556,2023-03-23 16:20:00+05:30,WG-BKR1,WG,WG-BKR,False,16,8.1,8.4,,,False,True,2023-02-22 16:35:00+05:30,9.7,8.3,,,0.0,0.0,,,,,,,,,,
4538,2023-06-27 07:26:00+05:30,WG-BKR1,WG,WG-BKR,True,7,2.4,8.4,24.0,0.14,False,True,2023-03-23 07:18:00+05:30,3.5,8.4,27.0,0.18,0.0,0.0,0.0,900.0,5000.0,300.0,True,True,False,False,False,False
4544,2023-06-27 17:32:00+05:30,WG-BKR1,WG,WG-BKR,False,17,8.1,8.5,,,False,True,2023-03-23 16:20:00+05:30,8.1,8.4,,,0.0,0.0,,,,,,,,,,
4681,2023-08-02 07:49:00+05:30,WG-BKR1,WG,WG-BKR,True,7,0.7,8.2,27.0,0.0,False,True,2023-06-27 07:26:00+05:30,2.4,8.4,24.0,0.14,0.0,0.0,0.0,900.0,5454.0,,True,True,False,False,False,False
4684,2023-08-02 17:03:00+05:30,WG-BKR1,WG,WG-BKR,False,17,6.6,8.4,,,False,True,2023-06-27 17:32:00+05:30,8.1,8.5,,,0.0,0.0,,,,,,,,,,
4822,2023-08-29 07:00:00+05:30,WG-BKR1,WG,WG-BKR,True,7,3.2,8.2,23.0,0.26,False,True,2023-08-02 07:49:00+05:30,0.7,8.2,27.0,0.0,0.0,0.0,0.0,900.0,5454.0,,True,True,False,False,False,False
4832,2023-08-29 16:57:00+05:30,WG-BKR1,WG,WG-BKR,False,16,9.2,8.5,,,False,True,2023-08-02 17:03:00+05:30,6.6,8.4,,,0.0,1.0,,,,,,,,,,
5057,2023-10-05 07:20:00+05:30,WG-BKR1,WG,WG-BKR,True,7,3.2,8.61,24.0,0.31,False,True,2023-08-29 07:00:00+05:30,3.2,8.2,23.0,0.26,0.0,0.0,6.0,660.0,5454.0,350.0,True,True,False,False,False,False
5064,2023-10-05 17:25:00+05:30,WG-BKR1,WG,WG-BKR,False,17,12.6,8.53,,,False,True,2023-08-29 16:57:00+05:30,9.2,8.5,,,0.0,12.0,,,,,,,,,,
5364,2023-11-25 06:40:00+05:30,WG-BKR1,WG,WG-BKR,True,6,3.8,8.29,31.0,0.18,False,True,2023-10-05 07:20:00+05:30,3.2,8.61,24.0,0.31,0.0,0.0,0.0,400.0,5454.0,,True,True,False,False,False,False
5375,2023-11-25 17:30:00+05:30,WG-BKR1,WG,WG-BKR,False,17,9.5,8.46,,,False,True,2023-10-05 17:25:00+05:30,12.6,8.53,,,0.0,14.0,,,,,,,,,,
5550,2023-12-13 07:05:00+05:30,WG-BKR1,WG,WG-BKR,True,7,3.5,8.32,29.0,0.15,False,True,2023-11-25 06:40:00+05:30,3.8,8.29,31.0,0.18,0.0,0.0,0.0,600.0,5454.0,,True,True,False,False,False,False
5554,2023-12-13 16:55:00+05:30,WG-BKR1,WG,WG-BKR,False,16,10.7,8.38,,,False,True,2023-11-25 17:30:00+05:30,9.5,8.46,,,0.0,0.0,,,,,,,,,,
5820,2024-01-10 07:25:00+05:30,WG-BKR1,WG,WG-BKR,True,7,3.2,8.25,27.0,0.1,False,True,2023-12-13 07:05:00+05:30,3.5,8.32,29.0,0.15,0.0,0.0,0.0,600.0,,,,,,,,
5825,2024-01-10 16:32:00+05:30,WG-BKR1,WG,WG-BKR,False,16,11.6,8.39,,,False,True,2023-12-13 16:55:00+05:30,10.7,8.38,,,0.0,9.0,0.0,,,,,,,,,
6033,2024-02-18 07:35:00+05:30,WG-BKR1,WG,WG-BKR,True,7,4.6,8.18,28.0,0.11,False,True,2024-01-10 07:25:00+05:30,3.2,8.25,27.0,0.1,0.0,0.0,0.0,600.0,5454.0,,True,True,False,False,False,False
6035,2024-02-18 16:10:00+05:30,WG-BKR1,WG,WG-BKR,False,16,10.5,8.41,,,False,True,2024-01-10 16:32:00+05:30,11.6,8.39,,,0.0,0.0,0.0,,5454.0,,True,True,False,False,False,False
6205,2024-03-09 07:10:00+05:30,WG-BKR1,WG,WG-BKR,True,7,4.2,8.31,29.0,0.12,True,True,2024-02-18 07:35:00+05:30,4.6,8.18,28.0,0.11,0.0,0.0,0.0,650.0,5454.0,,True,True,False,False,False,False
6208,2024-03-09 15:58:00+05:30,WG-BKR1,WG,WG-BKR,False,15,9.3,8.46,,,True,True,2024-02-18 16:10:00+05:30,10.5,8.41,,,0.0,0.0,0.0,,5454.0,,True,True,False,False,False,False
6379,2024-04-06 06:42:00+05:30,WG-BKR1,WG,WG-BKR,True,6,3.6,8.3,28.0,0.31,True,True,2024-03-09 07:10:00+05:30,4.2,8.31,29.0,0.12,0.0,0.0,0.0,650.0,5454.0,,True,True,False,False,False,False
6386,2024-04-06 16:45:00+05:30,WG-BKR1,WG,WG-BKR,False,16,9.4,8.48,,,True,True,2024-03-09 15:58:00+05:30,9.3,8.46,,,0.0,0.0,0.0,,5454.0,,True,True,False,False,False,False
6626,2024-05-06 06:45:00+05:30,WG-BKR1,WG,WG-BKR,True,6,4.8,8.22,29.0,0.32,True,True,2024-04-06 06:42:00+05:30,3.6,8.3,28.0,0.31,0.0,0.0,0.0,750.0,6283.0,,True,True,False,False,False,False
6628,2024-05-08 17:15:00+05:30,WG-BKR1,WG,WG-BKR,False,17,9.1,8.46,,,True,True,2024-04-06 16:45:00+05:30,9.4,8.48,,,0.0,0.0,0.0,,6283.0,,True,True,False,False,False,False
6824,2024-06-10 07:01:00+05:30,WG-BKR1,WG,WG-BKR,True,7,3.4,8.07,30.0,0.29,True,True,2024-05-06 06:45:00+05:30,4.8,8.22,29.0,0.32,0.0,0.0,0.0,750.0,6283.0,,True,True,False,False,False,False
7541,2024-10-04 07:45:00+05:30,WG-BKR1,WG,WG-BKR,True,7,3.9,8.19,29.0,0.18,True,True,2024-06-10 07:01:00+05:30,3.4,8.07,30.0,0.29,0.0,0.0,0.0,750.0,6283.0,,True,True,False,False,False,False
7546,2024-10-04 16:55:00+05:30,WG-BKR1,WG,WG-BKR,False,16,9.8,8.42,,,True,True,2024-05-08 17:15:00+05:30,9.1,8.46,,,0.0,0.0,0.0,,6283.0,,True,True,False,False,False,False
35,2021-07-29 06:20:00+05:30,WG-BRM1,WG,WG-BRM,True,6,2.2,8.01,,0.05,False,,,,,,,,,,,,,,,,,,
43,2021-07-29 17:45:00+05:30,WG-BRM1,WG,WG-BRM,False,17,5.1,8.3,,0.05,False,,,,,,,,,,,,,,,,,,
102,2021-08-20 07:30:00+05:30,WG-BRM1,WG,WG-BRM,True,7,2.8,7.95,,0.05,False,True,2021-07-29 06:20:00+05:30,2.2,8.01,,0.05,,,,,,,,,,,,
106,2021-08-20 18:15:00+05:30,WG-BRM1,WG,WG-BRM,False,18,6.0,8.15,,0.05,False,True,2021-07-29 17:45:00+05:30,5.1,8.3,,0.05,,,,,,,,,,,,
167,2021-09-06 07:14:00+05:30,WG-BRM1,WG,WG-BRM,True,7,2.6,7.89,,,False,True,2021-08-20 07:30:00+05:30,2.8,7.95,,0.05,,,,,,,,,,,,
170,2021-09-06 17:43:00+05:30,WG-BRM1,WG,WG-BRM,False,17,4.9,8.1,,,False,True,2021-08-20 18:15:00+05:30,6.0,8.15,,0.05,,,,,,,,,,,,
222,2021-09-21 07:52:00+05:30,WG-BRM1,WG,WG-BRM,True,7,3.2,7.85,,0.05,False,True,2021-09-06 07:14:00+05:30,2.6,7.89,,,,,,,,,,,,,,
227,2021-09-21 17:55:00+05:30,WG-BRM1,WG,WG-BRM,False,17,7.3,8.22,,0.05,False,True,2021-09-06 17:43:00+05:30,4.9,8.1,,,,,,,,,,,,,,
276,2021-10-06 07:16:00+05:30,WG-BRM1,WG,WG-BRM,True,7,2.5,7.8,,0.05,False,True,2021-09-21 07:52:00+05:30,3.2,7.85,,0.05,,,,,,,,,,,,
279,2021-10-06 17:28:00+05:30,WG-BRM1,WG,WG-BRM,False,17,6.7,8.09,,0.05,False,True,2021-09-21 17:55:00+05:30,7.3,8.22,,0.05,,,,,,,,,,,,
318,2021-10-22 06:50:00+05:30,WG-BRM1,WG,WG-BRM,True,6,4.3,8.11,,0.05,False,True,2021-10-06 07:16:00+05:30,2.5,7.8,,0.05,,,,,,,,,,,,
323,2021-10-22 17:35:00+05:30,WG-BRM1,WG,WG-BRM,False,17,9.9,8.3,,0.05,False,True,2021-10-06 17:28:00+05:30,6.7,8.09,,0.05,,,,,,,,,,,,
377,2021-11-09 07:22:00+05:30,WG-BRM1,WG,WG-BRM,True,7,3.3,7.78,,0.05,False,True,2021-10-22 06:50:00+05:30,4.3,8.11,,0.05,,,,,,,,,,,,
383,2021-11-09 17:33:00+05:30,WG-BRM1,WG,WG-BRM,False,17,5.5,7.97,,,False,True,2021-10-22 17:35:00+05:30,9.9,8.3,,0.05,,,,,,,,,,,,
454,2021-11-22 07:33:00+05:30,WG-BRM1,WG,WG-BRM,True,7,4.7,8.08,24.0,0.05,False,True,2021-11-09 07:22:00+05:30,3.3,7.78,,0.05,,,,,,,,,,,,
456,2021-11-22 16:49:00+05:30,WG-BRM1,WG,WG-BRM,False,16,10.8,8.16,24.0,,False,True,2021-11-09 17:33:00+05:30,5.5,7.97,,,,,,,,,,,,,,
550,2021-12-07 16:37:00+05:30,WG-BRM1,WG,WG-BRM,False,16,8.7,8.25,18.0,,False,True,2021-11-22 16:49:00+05:30,10.8,8.16,24.0,,,,,,,,,,,,,
630,2021-12-24 06:18:00+05:30,WG-BRM1,WG,WG-BRM,True,6,4.3,8.09,18.0,0.05,False,True,2021-11-22 07:33:00+05:30,4.7,8.08,24.0,0.05,,,,240.0,,,,,,,,
639,2021-12-24 16:37:00+05:30,WG-BRM1,WG,WG-BRM,False,16,8.6,8.22,16.0,,False,True,2021-12-07 16:37:00+05:30,8.7,8.25,18.0,,,,,,,,,,,,,
732,2022-01-08 06:18:00+05:30,WG-BRM1,WG,WG-BRM,True,6,3.5,8.26,25.0,0.05,False,True,2021-12-24 06:18:00+05:30,4.3,8.09,18.0,0.05,,,,240.0,,,,,,,,
741,2022-01-08 16:58:00+05:30,WG-BRM1,WG,WG-BRM,False,16,8.4,8.34,27.0,,False,True,2021-12-24 16:37:00+05:30,8.6,8.22,16.0,,,,,,,,,,,,,
843,2022-01-25 07:25:00+05:30,WG-BRM1,WG,WG-BRM,True,7,3.1,7.75,27.0,0.0,False,True,2022-01-08 06:18:00+05:30,3.5,8.26,25.0,0.05,,,,240.0,,,,,,,,
844,2022-01-25 16:38:00+05:30,WG-BRM1,WG,WG-BRM,False,16,8.6,7.91,27.0,,False,True,2022-01-08 16:58:00+05:30,8.4,8.34,27.0,,,,,,,,,,,,,
938,2022-02-09 06:15:00+05:30,WG-BRM1,WG,WG-BRM,True,6,3.5,7.7,24.0,0.05,False,True,2022-01-25 07:25:00+05:30,3.1,7.75,27.0,0.0,,,,240.0,,,,,,,,
949,2022-02-09 16:37:00+05:30,WG-BRM1,WG,WG-BRM,False,16,8.5,7.84,26.0,,False,True,2022-01-25 16:38:00+05:30,8.6,7.91,27.0,,,,,,,,,,,,,
1081,2022-03-02 07:01:00+05:30,WG-BRM1,WG,WG-BRM,True,7,3.8,7.75,22.0,0.05,False,True,2022-02-09 06:15:00+05:30,3.5,7.7,24.0,0.05,,,,240.0,,,,,,,,
1087,2022-03-02 17:12:00+05:30,WG-BRM1,WG,WG-BRM,False,17,8.2,8.2,25.0,,False,True,2022-02-09 16:37:00+05:30,8.5,7.84,26.0,,,,,,,,,,,,,
1189,2022-03-17 06:39:00+05:30,WG-BRM1,WG,WG-BRM,True,6,3.6,7.96,19.0,0.05,False,True,2022-03-02 07:01:00+05:30,3.8,7.75,22.0,0.05,,,,,,,,,,,,
1195,2022-03-17 16:59:00+05:30,WG-BRM1,WG,WG-BRM,False,16,9.1,8.3,21.0,,False,True,2022-03-02 17:12:00+05:30,8.2,8.2,25.0,,,,,300.0,,,,,,,,
1749,2022-06-02 07:10:00+05:30,WG-BRM1,WG,WG-BRM,True,7,3.3,8.32,20.0,0.01,True,True,2022-03-17 06:39:00+05:30,3.6,7.96,19.0,0.05,,,,,,,,,,,,
1753,2022-06-02 17:21:00+05:30,WG-BRM1,WG,WG-BRM,False,17,21.1,8.89,20.0,0.01,True,True,2022-03-17 16:59:00+05:30,9.1,8.3,21.0,,,,,,,,,,,,,
1874,2022-06-17 07:48:00+05:30,WG-BRM1,WG,WG-BRM,True,7,3.4,8.24,18.0,0.05,True,True,2022-06-02 07:10:00+05:30,3.3,8.32,20.0,0.01,,,,120.0,1846.0,,,,,,,
1878,2022-06-17 17:14:00+05:30,WG-BRM1,WG,WG-BRM,False,17,14.3,8.65,18.0,0.05,True,True,2022-06-02 17:21:00+05:30,21.1,8.89,20.0,0.01,,,,120.0,1846.0,,,,,,,
2068,2022-07-26 06:19:00+05:30,WG-BRM1,WG,WG-BRM,True,6,3.4,8.07,21.0,0.17,False,True,2022-06-17 07:48:00+05:30,3.4,8.24,18.0,0.05,,,,120.0,1846.0,,,,,,,
2074,2022-07-26 16:47:00+05:30,WG-BRM1,WG,WG-BRM,False,16,11.8,8.26,23.0,0.43,False,True,2022-06-17 17:14:00+05:30,14.3,8.65,18.0,0.05,,,,120.0,1846.0,,,,,,,
2199,2022-08-10 06:11:00+05:30,WG-BRM1,WG,WG-BRM,True,6,4.5,8.14,20.0,0.22,False,True,2022-07-26 06:19:00+05:30,3.4,8.07,21.0,0.17,,,,120.0,1846.0,,,,,,,
2209,2022-08-10 16:47:00+05:30,WG-BRM1,WG,WG-BRM,False,16,11.6,8.37,23.0,0.37,False,True,2022-07-26 16:47:00+05:30,11.8,8.26,23.0,0.43,,,,120.0,1846.0,,,,,,,
2438,2022-09-18 06:58:00+05:30,WG-BRM1,WG,WG-BRM,True,6,4.3,8.43,25.0,,False,True,2022-08-10 06:11:00+05:30,4.5,8.14,20.0,0.22,,,,120.0,1846.0,,,,,,,
2441,2022-09-18 17:02:00+05:30,WG-BRM1,WG,WG-BRM,False,17,7.9,8.91,25.0,,False,True,2022-08-10 16:47:00+05:30,11.6,8.37,23.0,0.37,,,,120.0,1846.0,,,,,,,
2512,2022-10-04 08:24:00+05:30,WG-BRM1,WG,WG-BRM,True,8,3.1,8.54,26.0,0.02,False,True,2022-09-18 06:58:00+05:30,4.3,8.43,25.0,,,,,,1846.0,,,,,,,
2513,2022-10-04 17:11:00+05:30,WG-BRM1,WG,WG-BRM,False,17,5.8,9.01,26.0,0.02,False,True,2022-09-18 17:02:00+05:30,7.9,8.91,25.0,,,,,,1846.0,,,,,,,
2740,2022-11-14 07:22:00+05:30,WG-BRM1,WG,WG-BRM,True,7,3.7,8.29,26.0,0.25,False,True,2022-10-04 08:24:00+05:30,3.1,8.54,26.0,0.02,,,,120.0,1846.0,,,,,,,
2743,2022-11-14 16:12:00+05:30,WG-BRM1,WG,WG-BRM,False,16,8.6,8.35,,,False,True,2022-10-04 17:11:00+05:30,5.8,9.01,26.0,0.02,,,,120.0,1846.0,,,,,,,
2896,2022-12-15 06:23:00+05:30,WG-BRM1,WG,WG-BRM,True,6,4.7,7.99,29.0,0.18,False,True,2022-11-14 07:22:00+05:30,3.7,8.29,26.0,0.25,,,,,1846.0,,True,True,False,False,False,False
2908,2022-12-15 15:25:00+05:30,WG-BRM1,WG,WG-BRM,False,15,11.1,8.28,,,False,True,2022-11-14 16:12:00+05:30,8.6,8.35,,,,,,,,,,,,,,
3095,2023-01-12 07:01:00+05:30,WG-BRM1,WG,WG-BRM,True,7,3.4,8.11,27.0,0.27,False,True,2022-12-15 06:23:00+05:30,4.7,7.99,29.0,0.18,,,,120.0,1846.0,,True,True,False,False,False,False
3103,2023-01-12 15:33:00+05:30,WG-BRM1,WG,WG-BRM,False,15,10.8,8.31,,,False,True,2022-12-15 15:25:00+05:30,11.1,8.28,,,,,,,,,,,,,,
3294,2023-02-14 07:31:00+05:30,WG-BRM1,WG,WG-BRM,True,7,0.3,8.6,28.0,0.0,False,True,2023-01-12 07:01:00+05:30,3.4,8.11,27.0,0.27,,,,160.0,1846.0,,True,True,False,False,False,False
3302,2023-02-14 16:41:00+05:30,WG-BRM1,WG,WG-BRM,False,16,9.0,8.9,,,False,True,2023-01-12 15:33:00+05:30,10.8,8.31,,,,,,,,,,,,,,
3513,2023-03-20 06:31:00+05:30,WG-BRM1,WG,WG-BRM,True,6,3.8,8.1,24.0,0.0,False,True,2023-02-14 07:31:00+05:30,0.3,8.6,28.0,0.0,53.0,79.0,0.0,80.0,1846.0,,True,True,False,False,False,False
3522,2023-03-20 16:30:00+05:30,WG-BRM1,WG,WG-BRM,False,16,11.0,8.4,,,False,True,2023-02-14 16:41:00+05:30,9.0,8.9,,,0.0,0.0,,,,,,,,,,
3855,2023-04-19 07:22:00+05:30,WG-BRM1,WG,WG-BRM,True,7,4.0,8.3,24.0,0.33,False,True,2023-03-20 06:31:00+05:30,3.8,8.1,24.0,0.0,0.0,0.0,0.0,120.0,4000.0,150.0,True,True,False,False,False,False
3864,2023-04-19 16:28:00+05:30,WG-BRM1,WG,WG-BRM,False,16,11.6,8.4,,,False,True,2023-03-20 16:30:00+05:30,11.0,8.4,,,0.0,0.0,,,,,,,,,,
4222,2023-05-19 07:05:00+05:30,WG-BRM1,WG,WG-BRM,True,7,3.5,8.4,27.0,0.39,False,True,2023-04-19 07:22:00+05:30,4.0,8.3,24.0,0.33,0.0,0.0,0.0,80.0,4000.0,,True,True,False,False,False,False
4237,2023-05-19 17:08:00+05:30,WG-BRM1,WG,WG-BRM,False,17,11.2,8.4,,,False,True,2023-04-19 16:28:00+05:30,11.6,8.4,,,0.0,0.0,,,,,,,,,,
4546,2023-06-28 06:48:00+05:30,WG-BRM1,WG,WG-BRM,True,6,3.9,8.2,26.0,0.03,False,True,2023-05-19 07:05:00+05:30,3.5,8.4,27.0,0.39,0.0,0.0,0.0,80.0,4000.0,,True,True,False,False,False,False
4551,2023-06-28 16:14:00+05:30,WG-BRM1,WG,WG-BRM,False,16,12.0,8.4,,,False,True,2023-05-19 17:08:00+05:30,11.2,8.4,,,0.0,0.0,,,,,,,,,,
4660,2023-07-31 06:49:00+05:30,WG-BRM1,WG,WG-BRM,True,6,4.0,8.4,27.0,0.31,False,True,2023-06-28 06:48:00+05:30,3.9,8.2,26.0,0.03,0.0,0.0,0.0,80.0,4000.0,,True,True,False,False,False,False
4664,2023-07-31 16:22:00+05:30,WG-BRM1,WG,WG-BRM,False,16,10.8,8.4,,,False,True,2023-06-28 16:14:00+05:30,12.0,8.4,,,0.0,0.0,,,,,,,,,,
453,2021-11-22 07:27:00+05:30,WG-BRM2,WG,WG-BRM,True,7,3.2,7.99,15.0,0.05,False,,,,,,,,,,,,,,,,,,
457,2021-11-22 17:01:00+05:30,WG-BRM2,WG,WG-BRM,False,17,11.1,9.54,15.0,,False,,,,,,,,,,,,,,,,,,
544,2021-12-07 06:20:00+05:30,WG-BRM2,WG,WG-BRM,True,6,3.3,7.86,16.0,0.05,False,True,2021-11-22 07:27:00+05:30,3.2,7.99,15.0,0.05,,,,60.0,,,,,,,,
551,2021-12-07 16:45:00+05:30,WG-BRM2,WG,WG-BRM,False,16,8.8,7.92,15.0,,False,True,2021-11-22 17:01:00+05:30,11.1,9.54,15.0,,,,,,,,,,,,,
631,2021-12-24 06:27:00+05:30,WG-BRM2,WG,WG-BRM,True,6,3.9,7.78,15.0,0.05,False,True,2021-12-07 06:20:00+05:30,3.3,7.86,16.0,0.05,,,,60.0,,,,,,,,
640,2021-12-24 16:42:00+05:30,WG-BRM2,WG,WG-BRM,False,16,9.2,7.87,17.0,,False,True,2021-12-07 16:45:00+05:30,8.8,7.92,15.0,,,,,,,,,,,,,
733,2022-01-08 06:25:00+05:30,WG-BRM2,WG,WG-BRM,True,6,4.2,8.01,15.0,0.05,False,True,2021-12-24 06:27:00+05:30,3.9,7.78,15.0,0.05,,,,60.0,,,,,,,,
740,2022-01-08 16:51:00+05:30,WG-BRM2,WG,WG-BRM,False,16,10.5,8.22,17.0,,False,True,2021-12-24 16:42:00+05:30,9.2,7.87,17.0,,,,,,,,,,,,,
838,2022-01-25 07:04:00+05:30,WG-BRM2,WG,WG-BRM,True,7,3.3,7.97,19.0,0.0,False,True,2022-01-08 06:25:00+05:30,4.2,8.01,15.0,0.05,,,,60.0,,,,,,,,
845,2022-01-25 16:45:00+05:30,WG-BRM2,WG,WG-BRM,False,16,9.4,8.11,21.0,,False,True,2022-01-08 16:51:00+05:30,10.5,8.22,17.0,,,,,,,,,,,,,
939,2022-02-09 06:27:00+05:30,WG-BRM2,WG,WG-BRM,True,6,3.3,8.09,19.0,0.02,False,True,2022-01-25 07:04:00+05:30,3.3,7.97,19.0,0.0,,,,60.0,,,,,,,,
950,2022-02-09 16:45:00+05:30,WG-BRM2,WG,WG-BRM,False,16,8.7,8.24,21.0,,False,True,2022-01-25 16:45:00+05:30,9.4,8.11,21.0,,,,,,,,,,,,,
1078,2022-03-02 06:41:00+05:30,WG-BRM2,WG,WG-BRM,True,6,3.3,8.09,16.0,0.0,False,True,2022-02-09 06:27:00+05:30,3.3,8.09,19.0,0.02,,,,60.0,,,,,,,,
1085,2022-03-02 17:06:00+05:30,WG-BRM2,WG,WG-BRM,False,17,10.5,8.38,17.0,,False,True,2022-02-09 16:45:00+05:30,8.7,8.24,21.0,,,,,,,,,,,,,
1186,2022-03-17 06:15:00+05:30,WG-BRM2,WG,WG-BRM,True,6,3.0,8.15,15.0,0.05,False,True,2022-03-02 06:41:00+05:30,3.3,8.09,16.0,0.0,,,,,,,,,,,,
1192,2022-03-17 16:37:00+05:30,WG-BRM2,WG,WG-BRM,False,16,9.5,8.25,16.0,,False,True,2022-03-02 17:06:00+05:30,10.5,8.38,17.0,,,,,90.0,,,,,,,,
1419,2022-04-18 07:59:00+05:30,WG-BRM2,WG,WG-BRM,True,7,4.0,3.38,16.0,0.05,False,True,2022-03-17 06:15:00+05:30,3.0,8.15,15.0,0.05,,,,,,,,,,,,
1422,2022-04-18 16:34:00+05:30,WG-BRM2,WG,WG-BRM,False,16,10.7,8.35,18.0,,False,True,2022-03-17 16:37:00+05:30,9.5,8.25,16.0,,,,,,,,,,,,,
1528,2022-05-04 07:42:00+05:30,WG-BRM2,WG,WG-BRM,True,7,1.6,8.18,15.0,0.05,False,True,2022-04-18 07:59:00+05:30,4.0,3.38,16.0,0.05,,,,60.0,6000.0,,,,,,,
1540,2022-05-04 18:42:00+05:30,WG-BRM2,WG,WG-BRM,False,18,8.7,8.47,17.0,,False,True,2022-04-18 16:34:00+05:30,10.7,8.35,18.0,,,,,,6000.0,,,,,,,
2429,2022-09-16 07:24:00+05:30,WG-BRM2,WG,WG-BRM,True,7,4.9,8.29,34.0,,False,True,2022-05-04 07:42:00+05:30,1.6,8.18,15.0,0.05,,,,60.0,6000.0,,,,,,,
2436,2022-09-16 18:28:00+05:30,WG-BRM2,WG,WG-BRM,False,18,8.3,8.43,34.0,,False,True,2022-05-04 18:42:00+05:30,8.7,8.47,17.0,,,,,60.0,6000.0,,,,,,,
2511,2022-10-04 08:14:00+05:30,WG-BRM2,WG,WG-BRM,True,8,3.2,8.14,58.0,0.09,False,True,2022-09-16 07:24:00+05:30,4.9,8.29,34.0,,,,,12.0,,,,,,,,
2727,2022-11-11 06:24:00+05:30,WG-BRM2,WG,WG-BRM,True,6,3.6,7.09,23.0,0.03,False,True,2022-10-04 08:14:00+05:30,3.2,8.14,58.0,0.09,,,,40.0,6000.0,,,,,,,
2735,2022-11-11 15:48:00+05:30,WG-BRM2,WG,WG-BRM,False,15,8.8,7.67,,,False,True,2022-09-16 18:28:00+05:30,8.3,8.43,34.0,,,,,12.0,,,,,,,,
2889,2022-12-14 06:21:00+05:30,WG-BRM2,WG,WG-BRM,True,6,3.8,8.18,22.0,0.03,False,True,2022-11-11 06:24:00+05:30,3.6,7.09,23.0,0.03,,,,40.0,6000.0,,True,True,False,False,False,False
3092,2023-01-12 06:37:00+05:30,WG-BRM2,WG,WG-BRM,True,6,4.6,7.87,23.0,0.03,False,True,2022-12-14 06:21:00+05:30,3.8,8.18,22.0,0.03,,,,40.0,12500.0,,True,True,False,False,False,False
3100,2023-01-12 15:17:00+05:30,WG-BRM2,WG,WG-BRM,False,15,8.1,8.2,,,False,True,2022-11-11 15:48:00+05:30,8.8,7.67,,,,,,,,,,,,,,
3293,2023-02-14 07:11:00+05:30,WG-BRM2,WG,WG-BRM,True,7,6.2,7.8,21.0,0.03,False,True,2023-01-12 06:37:00+05:30,4.6,7.87,23.0,0.03,,,,60.0,12500.0,,True,True,False,False,False,False
3300,2023-02-14 16:20:00+05:30,WG-BRM2,WG,WG-BRM,False,16,15.5,8.2,,,False,True,2023-01-12 15:17:00+05:30,8.1,8.2,,,,,,,,,,,,,,
3514,2023-03-20 06:45:00+05:30,WG-BRM2,WG,WG-BRM,True,6,3.7,8.0,26.0,0.0,False,True,2023-02-14 07:11:00+05:30,6.2,7.8,21.0,0.03,0.0,0.0,0.0,10.0,12500.0,,True,True,False,False,False,False
3520,2023-03-20 16:17:00+05:30,WG-BRM2,WG,WG-BRM,False,16,7.7,8.4,,,False,True,2023-02-14 16:20:00+05:30,15.5,8.2,,,0.0,0.0,,,,,,,,,,
3856,2023-04-19 07:29:00+05:30,WG-BRM2,WG,WG-BRM,True,7,3.0,8.1,37.0,0.01,False,True,2023-03-20 06:45:00+05:30,3.7,8.0,26.0,0.0,0.0,0.0,0.0,60.0,12500.0,300.0,True,True,False,False,False,False
3865,2023-04-19 16:33:00+05:30,WG-BRM2,WG,WG-BRM,False,16,11.7,8.4,,,False,True,2023-03-20 16:17:00+05:30,7.7,8.4,,,0.0,0.0,,,,,,,,,,
4223,2023-05-19 07:10:00+05:30,WG-BRM2,WG,WG-BRM,True,7,3.3,8.2,38.0,0.27,False,True,2023-04-19 07:29:00+05:30,3.0,8.1,37.0,0.01,0.0,0.0,0.0,10.0,12500.0,,True,True,False,False,False,False
4547,2023-06-28 06:54:00+05:30,WG-BRM2,WG,WG-BRM,True,6,3.8,8.3,36.0,0.12,False,True,2023-05-19 07:10:00+05:30,3.3,8.2,38.0,0.27,0.0,0.0,0.0,10.0,12500.0,,True,True,False,False,False,False
4552,2023-06-28 16:23:00+05:30,WG-BRM2,WG,WG-BRM,False,16,8.6,8.4,,,False,True,2023-04-19 16:33:00+05:30,11.7,8.4,,,0.0,0.0,,,,,,,,,,
4662,2023-07-31 06:59:00+05:30,WG-BRM2,WG,WG-BRM,True,6,3.0,8.3,34.0,0.03,False,True,2023-06-28 06:54:00+05:30,3.8,8.3,36.0,0.12,0.0,0.0,0.0,10.0,12500.0,,True,True,False,False,False,False
4665,2023-07-31 16:28:00+05:30,WG-BRM2,WG,WG-BRM,False,16,8.6,7.4,,,False,True,2023-06-28 16:23:00+05:30,8.6,8.4,,,0.0,0.0,,,,,,,,,,
