sample_idx,sample_dt,pond_id,region,farm,morning,hour,do_mg_per_L,ph,turbidity_cm,ammonia_mg_per_L,do_winkler,prev_matches_time,prev_sample_dt,prev_do_mg_per_L,prev_ph,prev_turbidity_cm,prev_ammonia_mg_per_L,prev_individuals_air_gulping,prev_individuals_tail_splashing,prev_dead_fish,prev_feed_amount_kg,prev_stocking_density_per_acre,prev_weight,prev_species_catla,prev_species_rohu,prev_species_roopchand,prev_species_grass_carp,prev_species_pangasius,prev_species_whiteleg_shrimp
451,2021-11-22 07:14:00+05:30,WG-BRM3,WG,WG-BRM,True,7,4.1,8.19,18.0,0.05,False,,,,,,,,,,,,,,,,,,
458,2021-11-22 17:08:00+05:30,WG-BRM3,WG,WG-BRM,False,17,9.6,8.2,16.0,,False,,,,,,,,,,,,,,,,,,
545,2021-12-07 06:25:00+05:30,WG-BRM3,WG,WG-BRM,True,6,4.4,8.32,17.0,0.05,False,True,2021-11-22 07:14:00+05:30,4.1,8.19,18.0,0.05,,,,90.0,,,,,,,,
552,2021-12-07 16:53:00+05:30,WG-BRM3,WG,WG-BRM,False,16,8.3,8.45,17.0,,False,True,2021-11-22 17:08:00+05:30,9.6,8.2,16.0,,,,,,,,,,,,,
632,2021-12-24 06:34:00+05:30,WG-BRM3,WG,WG-BRM,True,6,4.2,8.25,16.0,0.05,False,True,2021-12-07 06:25:00+05:30,4.4,8.32,17.0,0.05,,,,90.0,,,,,,,,
641,2021-12-24 16:54:00+05:30,WG-BRM3,WG,WG-BRM,False,16,8.4,8.28,18.0,,False,True,2021-12-07 16:53:00+05:30,8.3,8.45,17.0,,,,,,,,,,,,,
734,2022-01-08 06:33:00+05:30,WG-BRM3,WG,WG-BRM,True,6,3.5,8.26,16.0,0.05,False,True,2021-12-24 06:34:00+05:30,4.2,8.25,16.0,0.05,,,,90.0,,,,,,,,
739,2022-01-08 16:48:00+05:30,WG-BRM3,WG,WG-BRM,False,16,9.9,8.31,16.0,,False,True,2021-12-24 16:54:00+05:30,8.4,8.28,18.0,,,,,,,,,,,,,
837,2022-01-25 06:52:00+05:30,WG-BRM3,WG,WG-BRM,True,6,3.4,7.96,21.0,0.0,False,True,2022-01-08 06:33:00+05:30,3.5,8.26,16.0,0.05,,,,90.0,,,,,,,,
846,2022-01-25 16:51:00+05:30,WG-BRM3,WG,WG-BRM,False,16,8.5,8.07,25.0,,False,True,2022-01-08 16:48:00+05:30,9.9,8.31,16.0,,,,,,,,,,,,,
940,2022-02-09 06:34:00+05:30,WG-BRM3,WG,WG-BRM,True,6,4.2,7.91,22.0,0.0,False,True,2022-01-25 06:52:00+05:30,3.4,7.96,21.0,0.0,,,,90.0,,,,,,,,
952,2022-02-09 16:50:00+05:30,WG-BRM3,WG,WG-BRM,False,16,9.4,8.0,23.0,,False,True,2022-01-25 16:51:00+05:30,8.5,8.07,25.0,,,,,,,,,,,,,
1079,2022-03-02 06:46:00+05:30,WG-BRM3,WG,WG-BRM,True,6,4.2,8.15,18.0,0.05,False,True,2022-02-09 06:34:00+05:30,4.2,7.91,22.0,0.0,,,,90.0,,,,,,,,
1086,2022-03-02 17:09:00+05:30,WG-BRM3,WG,WG-BRM,False,17,11.4,8.34,18.0,,False,True,2022-02-09 16:50:00+05:30,9.4,8.0,23.0,,,,,,,,,,,,,
1187,2022-03-17 06:19:00+05:30,WG-BRM3,WG,WG-BRM,True,6,3.1,8.14,16.0,0.05,False,True,2022-03-02 06:46:00+05:30,4.2,8.15,18.0,0.05,,,,,,,,,,,,
1193,2022-03-17 16:43:00+05:30,WG-BRM3,WG,WG-BRM,False,16,11.2,8.38,16.0,,False,True,2022-03-02 17:09:00+05:30,11.4,8.34,18.0,,,,,90.0,,,,,,,,
1420,2022-04-18 08:02:00+05:30,WG-BRM3,WG,WG-BRM,True,8,3.2,8.11,18.0,0.05,False,True,2022-03-17 06:19:00+05:30,3.1,8.14,16.0,0.05,,,,,,,,,,,,
1423,2022-04-18 16:38:00+05:30,WG-BRM3,WG,WG-BRM,False,16,10.7,8.35,19.0,,False,True,2022-03-17 16:43:00+05:30,11.2,8.38,16.0,,,,,,,,,,,,,
1529,2022-05-04 07:46:00+05:30,WG-BRM3,WG,WG-BRM,True,7,2.0,8.25,16.0,0.05,False,True,2022-04-18 08:02:00+05:30,3.2,8.11,18.0,0.05,,,,,,,,,,,,
1539,2022-05-04 17:48:00+05:30,WG-BRM3,WG,WG-BRM,False,17,8.0,8.48,17.0,,False,True,2022-04-18 16:38:00+05:30,10.7,8.35,19.0,,,,,,,,,,,,,
2430,2022-09-16 07:27:00+05:30,WG-BRM3,WG,WG-BRM,True,7,5.8,8.5,38.0,,False,True,2022-05-04 07:46:00+05:30,2.0,8.25,16.0,0.05,,,,60.0,5333.0,,,,,,,
2437,2022-09-16 18:30:00+05:30,WG-BRM3,WG,WG-BRM,False,18,8.8,8.74,38.0,,False,True,2022-05-04 17:48:00+05:30,8.0,8.48,17.0,,,,,,5333.0,,,,,,,
2728,2022-11-11 06:34:00+05:30,WG-BRM3,WG,WG-BRM,True,6,3.4,7.28,20.0,0.09,False,True,2022-09-16 07:27:00+05:30,5.8,8.5,38.0,,,,,12.0,,,,,,,,
2736,2022-11-11 15:54:00+05:30,WG-BRM3,WG,WG-BRM,False,15,9.1,7.66,,,False,True,2022-09-16 18:30:00+05:30,8.8,8.74,38.0,,,,,12.0,,,,,,,,
2890,2022-12-14 06:33:00+05:30,WG-BRM3,WG,WG-BRM,True,6,3.0,8.07,22.0,0.33,False,True,2022-11-11 06:34:00+05:30,3.4,7.28,20.0,0.09,,,,40.0,6000.0,,True,True,False,False,False,False
2893,2022-12-14 15:23:00+05:30,WG-BRM3,WG,WG-BRM,False,15,8.3,8.48,,,False,True,2022-11-11 15:54:00+05:30,9.1,7.66,,,,,,,,,,,,,,
3094,2023-01-12 06:45:00+05:30,WG-BRM3,WG,WG-BRM,True,6,3.3,8.21,23.0,0.07,False,True,2022-12-14 06:33:00+05:30,3.0,8.07,22.0,0.33,,,,60.0,8333.0,,True,True,False,False,False,False
3101,2023-01-12 15:20:00+05:30,WG-BRM3,WG,WG-BRM,False,15,9.8,8.47,,,False,True,2022-12-14 15:23:00+05:30,8.3,8.48,,,,,,,,,,,,,,
3291,2023-02-14 06:54:00+05:30,WG-BRM3,WG,WG-BRM,True,6,1.2,8.0,22.0,0.0,False,True,2023-01-12 06:45:00+05:30,3.3,8.21,23.0,0.07,,,,60.0,8333.0,,True,True,False,False,False,False
3298,2023-02-14 16:12:00+05:30,WG-BRM3,WG,WG-BRM,False,16,16.4,8.1,,,False,True,2023-01-12 15:20:00+05:30,9.8,8.47,,,,,,,,,,,,,,
3515,2023-03-20 06:52:00+05:30,WG-BRM3,WG,WG-BRM,True,6,3.4,8.2,22.0,,False,True,2023-02-14 06:54:00+05:30,1.2,8.0,22.0,0.0,0.0,0.0,0.0,10.0,8333.0,,True,True,False,False,False,False
3858,2023-04-19 07:37:00+05:30,WG-BRM3,WG,WG-BRM,True,7,4.8,8.0,28.0,0.18,False,True,2023-03-20 06:52:00+05:30,3.4,8.2,22.0,,0.0,0.0,15.0,60.0,8333.0,300.0,True,True,False,False,False,False
3867,2023-04-19 16:45:00+05:30,WG-BRM3,WG,WG-BRM,False,16,10.4,8.4,,,False,True,2023-02-14 16:12:00+05:30,16.4,8.1,,,0.0,0.0,,,,,,,,,,
4224,2023-05-19 07:14:00+05:30,WG-BRM3,WG,WG-BRM,True,7,3.2,8.1,34.0,0.03,False,True,2023-04-19 07:37:00+05:30,4.8,8.0,28.0,0.18,0.0,0.0,0.0,10.0,8333.0,,True,True,False,False,False,False
4239,2023-05-19 17:15:00+05:30,WG-BRM3,WG,WG-BRM,False,17,9.4,8.3,,,False,True,2023-04-19 16:45:00+05:30,10.4,8.4,,,0.0,0.0,,,,,,,,,,
4548,2023-06-28 06:59:00+05:30,WG-BRM3,WG,WG-BRM,True,6,3.1,8.4,26.0,0.07,False,True,2023-05-19 07:14:00+05:30,3.2,8.1,34.0,0.03,0.0,0.0,0.0,10.0,8333.0,,True,True,False,False,False,False
4553,2023-06-28 16:30:00+05:30,WG-BRM3,WG,WG-BRM,False,16,10.8,8.4,,,False,True,2023-05-19 17:15:00+05:30,9.4,8.3,,,0.0,0.0,,,,,,,,,,
4663,2023-07-31 07:07:00+05:30,WG-BRM3,WG,WG-BRM,True,7,3.8,7.5,24.0,0.0,False,True,2023-06-28 06:59:00+05:30,3.1,8.4,26.0,0.07,0.0,0.0,0.0,10.0,8333.0,,True,True,False,False,False,False
4666,2023-07-31 16:32:00+05:30,WG-BRM3,WG,WG-BRM,False,16,8.0,7.6,,,False,True,2023-06-28 16:30:00+05:30,10.8,8.4,,,0.0,0.0,,,,,,,,,,
2047,2022-07-20 07:15:00+05:30,WG-BSE1,WG,WG-BSE,True,7,1.2,8.41,30.0,0.26,False,,,,,,,,,,,,,,,,,,
2052,2022-07-20 17:08:00+05:30,WG-BSE1,WG,WG-BSE,False,17,5.4,8.54,30.0,0.42,False,,,,,,,,,,,,,,,,,,
2133,2022-08-01 07:52:00+05:30,WG-BSE1,WG,WG-BSE,True,7,0.4,8.53,30.0,0.37,False,True,2022-07-20 07:15:00+05:30,1.2,8.41,30.0,0.26,,,,250.0,5300.0,,,,,,,
2139,2022-08-01 16:54:00+05:30,WG-BSE1,WG,WG-BSE,False,16,11.5,8.66,30.0,0.81,False,True,2022-07-20 17:08:00+05:30,5.4,8.54,30.0,0.42,,,,250.0,5300.0,,,,,,,
2267,2022-08-17 16:42:00+05:30,WG-BSE1,WG,WG-BSE,False,16,9.2,8.67,28.0,0.41,False,True,2022-08-01 16:54:00+05:30,11.5,8.66,30.0,0.81,,,,250.0,5300.0,,,,,,,
2467,2022-09-21 07:46:00+05:30,WG-BSE1,WG,WG-BSE,True,7,3.7,8.36,24.0,,False,True,2022-08-01 07:52:00+05:30,0.4,8.53,30.0,0.37,,,,250.0,5300.0,,,,,,,
2472,2022-09-21 17:09:00+05:30,WG-BSE1,WG,WG-BSE,False,17,10.9,8.61,27.0,,False,True,2022-08-17 16:42:00+05:30,9.2,8.67,28.0,0.41,,,,250.0,5300.0,,,,,,,
6827,2024-06-11 06:46:00+05:30,WG-BSK1,WG,WG-BSK,True,6,3.3,8.01,23.0,0.13,True,,,,,,,,,,,,,,,,,,
6935,2024-07-02 06:36:00+05:30,WG-BSK1,WG,WG-BSK,True,6,3.8,8.02,24.0,0.16,True,True,2024-06-11 06:46:00+05:30,3.3,8.01,23.0,0.13,0.0,0.0,0.0,150.0,11029.0,,True,True,False,False,False,False
7228,2024-08-29 06:23:00+05:30,WG-BSK1,WG,WG-BSK,True,6,3.5,8.07,32.0,0.24,True,True,2024-07-02 06:36:00+05:30,3.8,8.02,24.0,0.16,0.0,0.0,0.0,100.0,11029.0,,True,True,False,False,False,False
7231,2024-08-29 16:49:00+05:30,WG-BSK1,WG,WG-BSK,False,16,10.9,8.5,,,True,False,2024-07-02 06:36:00+05:30,3.8,8.02,24.0,0.16,0.0,0.0,0.0,100.0,11029.0,,True,True,False,False,False,False
8104,2024-12-08 06:40:00+05:30,WG-BSK1,WG,WG-BSK,True,6,3.6,8.01,,0.08,True,True,2024-08-29 06:23:00+05:30,3.5,8.07,32.0,0.24,0.0,0.0,0.0,250.0,11029.0,,True,True,False,False,False,False
8108,2024-12-08 15:33:00+05:30,WG-BSK1,WG,WG-BSK,False,15,10.6,8.18,,,True,True,2024-08-29 16:49:00+05:30,10.9,8.5,,,0.0,0.0,0.0,,11029.0,,True,True,False,False,False,False
8304,2024-12-27 07:30:00+05:30,WG-BSK1,WG,WG-BSK,True,7,3.3,7.96,,0.17,True,True,2024-12-08 06:40:00+05:30,3.6,8.01,,0.08,0.0,0.0,0.0,150.0,9191.0,30.0,True,True,False,False,False,False
8308,2024-12-27 16:15:00+05:30,WG-BSK1,WG,WG-BSK,False,16,9.8,8.3,,,True,True,2024-12-08 15:33:00+05:30,10.6,8.18,,,0.0,0.0,0.0,,9191.0,30.0,True,True,False,False,False,False
6931,2024-06-26 06:26:00+05:30,WG-BSK2,WG,WG-BSK,True,6,3.3,8.22,26.0,0.36,True,,,,,,,,,,,,,,,,,,
6932,2024-06-26 16:15:00+05:30,WG-BSK2,WG,WG-BSK,False,16,8.8,8.49,,,True,,,,,,,,,,,,,,,,,,
7229,2024-08-29 06:36:00+05:30,WG-BSK2,WG,WG-BSK,True,6,1.4,8.35,26.0,0.3,True,True,2024-06-26 06:26:00+05:30,3.3,8.22,26.0,0.36,0.0,0.0,0.0,100.0,,,,,,,,
7232,2024-08-29 16:36:00+05:30,WG-BSK2,WG,WG-BSK,False,16,3.2,8.29,,,True,True,2024-06-26 16:15:00+05:30,8.8,8.49,,,0.0,0.0,0.0,,,,,,,,,
7466,2024-09-24 07:01:00+05:30,WG-BSK2,WG,WG-BSK,True,7,1.2,8.31,22.0,0.52,True,True,2024-08-29 06:36:00+05:30,1.4,8.35,26.0,0.3,0.0,0.0,0.0,300.0,11667.0,,True,True,False,False,False,False
7467,2024-09-24 16:26:00+05:30,WG-BSK2,WG,WG-BSK,False,16,8.3,8.5,,,True,True,2024-08-29 16:36:00+05:30,3.2,8.29,,,0.0,0.0,0.0,,11667.0,,True,True,False,False,False,False
8303,2024-12-27 07:17:00+05:30,WG-BSK2,WG,WG-BSK,True,7,3.7,8.18,,0.23,True,True,2024-09-24 07:01:00+05:30,1.2,8.31,22.0,0.52,0.0,0.0,0.0,400.0,11667.0,,True,True,False,False,False,False
8307,2024-12-27 16:06:00+05:30,WG-BSK2,WG,WG-BSK,False,16,9.0,8.22,,,True,True,2024-09-24 16:26:00+05:30,8.3,8.5,,,0.0,0.0,0.0,,11667.0,,True,True,False,False,False,False
39,2021-07-29 17:15:00+05:30,WG-CBU1,WG,WG-CBU,False,17,13.0,8.74,,0.05,False,,,,,,,,,,,,,,,,,,
88,2021-08-18 07:30:00+05:30,WG-CBU1,WG,WG-CBU,True,7,2.1,8.27,,0.05,False,False,2021-07-29 17:15:00+05:30,13.0,8.74,,0.05,,,,,,,,,,,,
91,2021-08-18 18:15:00+05:30,WG-CBU1,WG,WG-CBU,False,18,14.5,8.81,,0.05,False,True,2021-07-29 17:15:00+05:30,13.0,8.74,,0.05,,,,,,,,,,,,
153,2021-09-02 06:25:00+05:30,WG-CBU1,WG,WG-CBU,True,6,2.0,8.02,,,False,True,2021-08-18 07:30:00+05:30,2.1,8.27,,0.05,,,,,,,,,,,,
156,2021-09-02 16:57:00+05:30,WG-CBU1,WG,WG-CBU,False,16,4.2,8.2,,,False,True,2021-08-18 18:15:00+05:30,14.5,8.81,,0.05,,,,,,,,,,,,
211,2021-09-17 06:24:00+05:30,WG-CBU1,WG,WG-CBU,True,6,2.5,8.23,,0.05,False,True,2021-09-02 06:25:00+05:30,2.0,8.02,,,,,,,,,,,,,,
214,2021-09-17 18:05:00+05:30,WG-CBU1,WG,WG-CBU,False,18,8.5,8.5,,0.05,False,True,2021-09-02 16:57:00+05:30,4.2,8.2,,,,,,,,,,,,,,
269,2021-10-05 06:32:00+05:30,WG-CBU1,WG,WG-CBU,True,6,3.0,8.21,,0.05,False,True,2021-09-17 06:24:00+05:30,2.5,8.23,,0.05,,,,,,,,,,,,
272,2021-10-05 16:56:00+05:30,WG-CBU1,WG,WG-CBU,False,16,11.2,8.67,,0.05,False,True,2021-09-17 18:05:00+05:30,8.5,8.5,,0.05,,,,,,,,,,,,
316,2021-10-22 06:08:00+05:30,WG-CBU1,WG,WG-CBU,True,6,3.2,7.83,,0.05,False,True,2021-10-05 06:32:00+05:30,3.0,8.21,,0.05,,,,,,,,,,,,
320,2021-10-22 16:54:00+05:30,WG-CBU1,WG,WG-CBU,False,16,9.5,7.95,,0.05,False,True,2021-10-05 16:56:00+05:30,11.2,8.67,,0.05,,,,,,,,,,,,
372,2021-11-08 06:49:00+05:30,WG-CBU1,WG,WG-CBU,True,6,3.8,8.12,16.0,0.05,False,True,2021-10-22 06:08:00+05:30,3.2,7.83,,0.05,,,,,,,,,,,,
462,2021-11-23 06:56:00+05:30,WG-CBU1,WG,WG-CBU,True,6,3.8,7.83,18.0,0.05,False,True,2021-11-08 06:49:00+05:30,3.8,8.12,16.0,0.05,,,,,,,,,,,,
467,2021-11-23 17:14:00+05:30,WG-CBU1,WG,WG-CBU,False,17,9.4,7.91,18.0,,False,True,2021-10-22 16:54:00+05:30,9.5,7.95,,0.05,,,,,,,,,,,,
570,2021-12-10 07:40:00+05:30,WG-CBU1,WG,WG-CBU,True,7,1.5,7.63,15.0,0.1,False,True,2021-11-23 06:56:00+05:30,3.8,7.83,18.0,0.05,,,,240.0,,,,,,,,
574,2021-12-10 17:17:00+05:30,WG-CBU1,WG,WG-CBU,False,17,8.0,8.01,17.0,,False,True,2021-11-23 17:14:00+05:30,9.4,7.91,18.0,,,,,,,,,,,,,
649,2021-12-25 06:32:00+05:30,WG-CBU1,WG,WG-CBU,True,6,3.2,7.7,,0.05,False,True,2021-12-10 07:40:00+05:30,1.5,7.63,15.0,0.1,,,,240.0,,,,,,,,
654,2021-12-25 16:58:00+05:30,WG-CBU1,WG,WG-CBU,False,16,8.6,7.94,,,False,True,2021-12-10 17:17:00+05:30,8.0,8.01,17.0,,,,,,,,,,,,,
745,2022-01-09 06:36:00+05:30,WG-CBU1,WG,WG-CBU,True,6,3.8,7.76,22.0,0.05,False,True,2021-12-25 06:32:00+05:30,3.2,7.7,,0.05,,,,240.0,,,,,,,,
749,2022-01-09 16:51:00+05:30,WG-CBU1,WG,WG-CBU,False,16,8.6,7.97,24.0,,False,True,2021-12-25 16:58:00+05:30,8.6,7.94,,,,,,,,,,,,,,
864,2022-01-27 06:52:00+05:30,WG-CBU1,WG,WG-CBU,True,6,4.0,8.04,27.0,0.0,False,True,2022-01-09 06:36:00+05:30,3.8,7.76,22.0,0.05,,,,240.0,,,,,,,,
869,2022-01-27 17:23:00+05:30,WG-CBU1,WG,WG-CBU,False,17,9.3,8.31,29.0,,False,True,2022-01-09 16:51:00+05:30,8.6,7.97,24.0,,,,,,,,,,,,,
969,2022-02-11 07:31:00+05:30,WG-CBU1,WG,WG-CBU,True,7,4.7,8.08,16.0,2.02,False,True,2022-01-27 06:52:00+05:30,4.0,8.04,27.0,0.0,,,,240.0,,,,,,,,
977,2022-02-11 17:51:00+05:30,WG-CBU1,WG,WG-CBU,False,17,11.8,8.49,18.0,,False,True,2022-01-27 17:23:00+05:30,9.3,8.31,29.0,,,,,240.0,,,,,,,,
1092,2022-03-03 07:18:00+05:30,WG-CBU1,WG,WG-CBU,True,7,3.2,7.91,16.0,0.02,False,True,2022-02-11 07:31:00+05:30,4.7,8.08,16.0,2.02,,,,180.0,,,,,,,,
1096,2022-03-03 17:39:00+05:30,WG-CBU1,WG,WG-CBU,False,17,8.1,8.38,18.0,,False,True,2022-02-11 17:51:00+05:30,11.8,8.49,18.0,,,,,,,,,,,,,
1215,2022-03-22 07:11:00+05:30,WG-CBU1,WG,WG-CBU,True,7,3.4,7.81,20.0,0.05,False,True,2022-03-03 07:18:00+05:30,3.2,7.91,16.0,0.02,,,,180.0,,,,,,,,
1224,2022-03-22 18:24:00+05:30,WG-CBU1,WG,WG-CBU,False,18,10.4,8.39,21.0,,False,True,2022-03-03 17:39:00+05:30,8.1,8.38,18.0,,,,,,,,,,,,,
1322,2022-04-06 07:16:00+05:30,WG-CBU1,WG,WG-CBU,True,7,3.1,8.16,23.0,0.05,False,True,2022-03-22 07:11:00+05:30,3.4,7.81,20.0,0.05,,,,,,,,,,,,
1328,2022-04-06 17:34:00+05:30,WG-CBU1,WG,WG-CBU,False,17,8.9,8.47,23.0,,False,True,2022-03-22 18:24:00+05:30,10.4,8.39,21.0,,,,,,,,,,,,,
1443,2022-04-21 06:56:00+05:30,WG-CBU1,WG,WG-CBU,True,6,3.1,8.06,20.0,0.04,False,True,2022-04-06 07:16:00+05:30,3.1,8.16,23.0,0.05,,,,,,,,,,,,
1451,2022-04-21 17:02:00+05:30,WG-CBU1,WG,WG-CBU,False,17,8.4,8.45,22.0,,False,True,2022-04-06 17:34:00+05:30,8.9,8.47,23.0,,,,,,,,,,,,,
1548,2022-05-06 06:27:00+05:30,WG-CBU1,WG,WG-CBU,True,6,3.0,8.05,21.0,0.0,False,True,2022-04-21 06:56:00+05:30,3.1,8.06,20.0,0.04,,,,,,,,,,,,
1560,2022-05-06 16:43:00+05:30,WG-CBU1,WG,WG-CBU,False,16,8.5,8.08,20.0,,False,True,2022-04-21 17:02:00+05:30,8.4,8.45,22.0,,,,,,,,,,,,,
1657,2022-05-21 06:59:00+05:30,WG-CBU1,WG,WG-CBU,True,6,3.8,8.35,20.0,0.04,False,True,2022-05-06 06:27:00+05:30,3.0,8.05,21.0,0.0,,,,120.0,,,,,,,,
1668,2022-05-21 17:36:00+05:30,WG-CBU1,WG,WG-CBU,False,17,12.0,8.45,20.0,0.04,False,True,2022-05-06 16:43:00+05:30,8.5,8.08,20.0,,,,,120.0,,,,,,,,
1778,2022-06-05 07:33:00+05:30,WG-CBU1,WG,WG-CBU,True,7,3.1,8.16,18.0,0.03,False,True,2022-05-21 06:59:00+05:30,3.8,8.35,20.0,0.04,,,,200.0,2600.0,,,,,,,
1781,2022-06-05 17:36:00+05:30,WG-CBU1,WG,WG-CBU,False,17,9.9,8.46,19.0,0.03,False,True,2022-05-21 17:36:00+05:30,12.0,8.45,20.0,0.04,,,,200.0,2600.0,,,,,,,
2071,2022-07-26 07:46:00+05:30,WG-CBU1,WG,WG-CBU,True,7,3.2,7.98,18.0,0.25,False,True,2022-06-05 07:33:00+05:30,3.1,8.16,18.0,0.03,,,,200.0,2600.0,,,,,,,
2076,2022-07-26 16:54:00+05:30,WG-CBU1,WG,WG-CBU,False,16,8.7,8.29,18.0,0.54,False,True,2022-06-05 17:36:00+05:30,9.9,8.46,19.0,0.03,,,,200.0,2600.0,,,,,,,
2204,2022-08-10 06:59:00+05:30,WG-CBU1,WG,WG-CBU,True,6,3.1,8.16,23.0,0.24,False,True,2022-07-26 07:46:00+05:30,3.2,7.98,18.0,0.25,,,,200.0,2600.0,,,,,,,
2213,2022-08-10 17:28:00+05:30,WG-CBU1,WG,WG-CBU,False,17,11.0,8.46,23.0,1.06,False,True,2022-07-26 16:54:00+05:30,8.7,8.29,18.0,0.54,,,,200.0,2600.0,,,,,,,
2314,2022-08-26 06:54:00+05:30,WG-CBU1,WG,WG-CBU,True,6,0.8,8.19,23.0,0.29,False,True,2022-08-10 06:59:00+05:30,3.1,8.16,23.0,0.24,,,,200.0,2600.0,,,,,,,
2322,2022-08-26 17:02:00+05:30,WG-CBU1,WG,WG-CBU,False,17,6.1,8.83,23.0,0.97,False,True,2022-08-10 17:28:00+05:30,11.0,8.46,23.0,1.06,,,,200.0,2600.0,,,,,,,
2415,2022-09-15 07:27:00+05:30,WG-CBU1,WG,WG-CBU,True,7,4.9,7.97,23.0,,False,True,2022-08-26 06:54:00+05:30,0.8,8.19,23.0,0.29,,,,180.0,8888.0,,,,,,,
2422,2022-09-15 17:40:00+05:30,WG-CBU1,WG,WG-CBU,False,17,9.4,8.66,24.0,,False,True,2022-08-26 17:02:00+05:30,6.1,8.83,23.0,0.97,,,,180.0,8888.0,,,,,,,
2510,2022-10-04 07:50:00+05:30,WG-CBU1,WG,WG-CBU,True,7,2.9,8.38,28.0,0.08,False,True,2022-09-15 07:27:00+05:30,4.9,7.97,23.0,,,,,180.0,10050.0,,,,,,,
2514,2022-10-04 17:11:00+05:30,WG-CBU1,WG,WG-CBU,False,17,6.0,9.01,28.0,0.08,False,True,2022-09-15 17:40:00+05:30,9.4,8.66,24.0,,,,,180.0,10050.0,,,,,,,
2578,2022-10-13 06:45:00+05:30,WG-CBU1,WG,WG-CBU,True,6,5.5,8.3,30.0,0.03,False,True,2022-10-04 07:50:00+05:30,2.9,8.38,28.0,0.08,,,,60.0,2800.0,,,,,,,
2596,2022-10-13 18:02:00+05:30,WG-CBU1,WG,WG-CBU,False,18,12.4,8.95,30.0,0.03,False,True,2022-10-04 17:11:00+05:30,6.0,9.01,28.0,0.08,,,,60.0,10050.0,,,,,,,
2680,2022-10-28 07:36:00+05:30,WG-CBU1,WG,WG-CBU,True,7,3.6,8.0,26.0,0.07,False,True,2022-10-13 06:45:00+05:30,5.5,8.3,30.0,0.03,,,,40.0,10050.0,,,,,,,
3387,2023-02-23 07:10:00+05:30,WG-CBU1,WG,WG-CBU,True,7,3.5,8.0,25.0,0.16,False,True,2022-10-28 07:36:00+05:30,3.6,8.0,26.0,0.07,,,,100.0,10050.0,,True,True,False,False,False,False
3394,2023-02-23 16:04:00+05:30,WG-CBU1,WG,WG-CBU,False,16,9.3,8.4,,,False,True,2022-10-13 18:02:00+05:30,12.4,8.95,30.0,0.03,,,,100.0,10050.0,,True,True,False,False,False,False
3553,2023-03-23 07:35:00+05:30,WG-CBU1,WG,WG-CBU,True,7,1.9,8.5,23.0,0.01,False,True,2023-02-23 07:10:00+05:30,3.5,8.0,25.0,0.16,0.0,0.0,0.0,120.0,10050.0,250.0,True,True,False,False,False,False
3561,2023-03-23 16:48:00+05:30,WG-CBU1,WG,WG-CBU,False,16,11.9,8.8,,,False,True,2023-02-23 16:04:00+05:30,9.3,8.4,,,0.0,0.0,,,,,,,,,,
3902,2023-04-21 07:03:00+05:30,WG-CBU1,WG,WG-CBU,True,7,1.1,8.1,23.0,0.0,False,True,2023-03-23 07:35:00+05:30,1.9,8.5,23.0,0.01,0.0,0.0,5.0,120.0,6250.0,200.0,True,True,False,False,False,False
3908,2023-04-21 16:29:00+05:30,WG-CBU1,WG,WG-CBU,False,16,18.2,8.2,,,False,True,2023-03-23 16:48:00+05:30,11.9,8.8,,,0.0,0.0,,,,,,,,,,
4202,2023-05-18 07:05:00+05:30,WG-CBU1,WG,WG-CBU,True,7,3.9,8.1,26.0,0.08,False,True,2023-04-21 07:03:00+05:30,1.1,8.1,23.0,0.0,0.0,10.0,0.0,180.0,6250.0,,True,True,False,False,False,False
4522,2023-06-22 06:45:00+05:30,WG-CBU1,WG,WG-CBU,True,6,4.5,8.3,27.0,0.09,False,True,2023-05-18 07:05:00+05:30,3.9,8.1,26.0,0.08,0.0,0.0,0.0,180.0,6250.0,,True,True,False,False,False,False
4530,2023-06-22 16:48:00+05:30,WG-CBU1,WG,WG-CBU,False,16,9.5,8.4,,,False,True,2023-04-21 16:29:00+05:30,18.2,8.2,,,0.0,0.0,,,,,,,,,,
2608,2022-10-17 07:09:00+05:30,WG-CNG1,WG,WG-CNG,True,7,3.7,8.35,25.0,0.03,False,,,,,,,,,,,,,,,,,,
2620,2022-10-17 17:43:00+05:30,WG-CNG1,WG,WG-CNG,False,17,5.2,8.48,28.0,0.03,False,,,,,,,,,,,,,,,,,,
2669,2022-10-27 07:58:00+05:30,WG-CNG1,WG,WG-CNG,True,7,2.7,8.27,25.0,0.28,False,True,2022-10-17 07:09:00+05:30,3.7,8.35,25.0,0.03,,,,360.0,2000.0,,True,True,False,False,False,False
2750,2022-11-15 09:34:00+05:30,WG-CNG1,WG,WG-CNG,True,9,2.8,8.2,20.0,,False,True,2022-10-27 07:58:00+05:30,2.7,8.27,25.0,0.28,,,,550.0,2000.0,,True,True,False,False,False,False
3348,2023-02-18 07:49:00+05:30,WG-CNG1,WG,WG-CNG,True,7,2.2,8.2,34.0,0.07,False,True,2022-11-15 09:34:00+05:30,2.8,8.2,20.0,,,,,650.0,,,True,True,False,False,False,False
3351,2023-02-18 16:39:00+05:30,WG-CNG1,WG,WG-CNG,False,16,9.3,8.3,,,False,True,2022-10-17 17:43:00+05:30,5.2,8.48,28.0,0.03,,,,360.0,2000.0,,True,True,False,False,False,False
